"";"File";"Begin.Time...hh.mm.ss.ms";"Trial";"Part";"Subject";"Scope";"Words";"Gesture";"Dimension";"Handshape";"N.Hands";"Comment";"Speech";"Translation";"comment";"Grammar";"General.comments";"Language"
"1937";"swe21";"00:18:30.374";"24";"1";"none";"Brightness";"ljusare";"1";"none";"open";1;NA;"en kvinnok̦r som sj̦ng ljust och sen enn�_ ljusare";NA;NA;NA;NA;"Swedish"
"1944";"swe21";"00:19:25.273";"25";"1";"gender";"Brightness";"ljust";"0";NA;NA;NA;NA;"det var f̦rst ett kvinnok̦r eh.... som sj̦ng ganska ljust";NA;NA;NA;NA;"Swedish"
"1947";"swe21";"00:19:38.238";"25";"2";"gender";"Height";"lägre";"0";NA;NA;NA;NA;"och sen . mansk̦r som sj̦ng eh... l�_gre";NA;NA;NA;NA;"Swedish"
"1950";"swe22";"00:00:37.420";"1";"1";"none";"Height";"högt";"1";"vert";"point";1;NA;"ganska h̦gt";NA;NA;NA;NA;"Swedish"
"1957";"swe22";"00:01:56.580";"2";"2";"none";"Height";"högt";"1";"vert";"neutral grip";2;NA;"manstonerna var ungef�_r i samma skala som f̦re g̴ngen eh. alts̴ s̴ att det var ganska h̦gt, medans kvinnotonerna var .. fortfarande h̦ga";NA;NA;NA;NA;"Swedish"
"1958";"swe22";"00:02:02.750";"2";"2";"tone";"Height";"höga";"1";"vert";"flat H";1;NA;"manstonerna var ungef�_r i samma skala som f̦re g̴ngen eh. alts̴ s̴ att det var ganska h̦gt, medans kvinnotonerna var .. fortfarande h̦ga";NA;NA;NA;NA;"Swedish"
"1963";"swe22";"00:02:44.250";"3";"2";"none";"Height";"ner";"1";"vert";"flat H";2;NA;"s̴ flyttade dom ner ett snepp";NA;NA;NA;NA;"Swedish"
"1974";"swe22";"00:03:55.030";"5";"1";"gender";"Height";"högt upp";"1";"vert";"flat H";1;NA;"kvinnorna l̴g v�_ldigt v�_ldigt h̦gt upp och m�_nnen l̴g v�_ldigt v�_ldigt l̴ngt ner";NA;NA;NA;NA;"Swedish"
"1975";"swe22";"00:03:56.695";"5";"1";"gender";"Height";"långt ner";"1";"vert";"flat H";1;NA;"kvinnorna l̴g v�_ldigt v�_ldigt h̦gt upp och m�_nnen l̴g v�_ldigt v�_ldigt l̴ngt ner";NA;NA;NA;NA;"Swedish"
"1981";"swe22";"00:05:20.220";"6";"1";"none";"Height";"högsta";"1";"vert";"point";2;NA;"om vi har h�_r som h̦gsta, och h�_r som medel, s̴ ungef�_r d�_r, och den andra g̴ngen var kvinnan v�_ldigt h̦gt upp";NA;NA;NA;NA;"Swedish"
"1982";"swe22";"00:05:21.285";"6";"1";"none";"Height";"här";"1";"vert";"point";2;NA;"om vi har h�_r som h̦gsta, och h�_r som medel, s̴ ungef�_r d�_r, och den andra g̴ngen var kvinnan v�_ldigt h̦gt upp";NA;NA;NA;NA;"Swedish"
"1983";"swe22";"00:05:22.995";"6";"1";"none";"Height";"där";"1";"vert";"point";2;NA;"om vi har h�_r som h̦gsta, och h�_r som medel, s̴ ungef�_r d�_r, och den andra g̴ngen var kvinnan v�_ldigt h̦gt upp";NA;NA;NA;NA;"Swedish"
"1984";"swe22";"00:05:25.815";"6";"1";"none";"Height";"högt upp";"1";"vert";"point";2;NA;"om vi har h�_r som h̦gsta, och h�_r som medel, s̴ ungef�_r d�_r, och den andra g̴ngen var kvinnan v�_ldigt h̦gt upp";NA;NA;NA;NA;"Swedish"
"1987";"swe22";"00:06:02.620";"7";"1";"none";"Height";"nedre";"1";"vert";"flat H";1;NA;"den h�_r g̴ngen var det tv̴ m�_n som l̴g p̴ den nedre skalan";NA;NA;NA;NA;"Swedish"
"1991";"swe22";"00:06:11.990";"7";"2";"none";"Height";"där";"1";"vert";"point";1;NA;"den ena l̴g d�_r och den andra l̴g precis under";NA;NA;NA;NA;"Swedish"
"1992";"swe22";"00:06:13.985";"7";"2";"none";"Height";"under";"1";"vert";"point";1;NA;"den ena l̴g d�_r och den andra l̴g precis under";NA;NA;NA;NA;"Swedish"
"1996";"swe22";"00:06:57.040";"8";"1";"tone";"Height";"högt upp";"1";"vert";"flat H";1;NA;"kvinnorna l̴g ganska h̦gt upp i ton";NA;NA;NA;NA;"Swedish"
"2000";"swe22";"00:07:08.990";"8";"2";"gender";"Height";"långt ner";"1";"vert";NA;1;NA;"och sen var det m�_n som l̴g ganska l̴ngt ner";NA;NA;NA;NA;"Swedish"
"2006";"swe22";"00:07:35.820";"9";"1";"none";"Height";"längre ner";"1";"vert";"flat H";2;NA;"dom l̴g lite lite l�_ngre ner";NA;NA;NA;NA;"Swedish"
"2008";"swe22";"00:07:42.770";"9";"2";"none";"Height";"högre";"1";"vert";"point";2;NA;"f̦rst var det dom lite lite gran h̦gre och sen gick tonen ner";NA;NA;NA;NA;"Swedish"
"2009";"swe22";"00:07:44.450";"9";"2";"tone";"Height";"ner";"1";"vert";"point";2;NA;"f̦rst var det dom lite lite gran h̦gre och sen gick tonen ner";NA;NA;NA;NA;"Swedish"
"2019";"swe22";"00:08:56.201";"11";"2";"none";"Height";"här uppe";"1";"vert";"flat H";1;NA;"den f̦rsta l̴g h�_r uppe ungef�_r, i mitten, och den andra l̴g precis under";NA;NA;NA;NA;"Swedish"
"2020";"swe22";"00:08:58.830";"11";"2";"none";"Height";"under";"1";"vert";"flat H";1;NA;"den f̦rsta l̴g h�_r uppe ungef�_r, i mitten, och den andra l̴g precis under";NA;NA;NA;NA;"Swedish"
"2024";"swe22";"00:09:28.806";"12";"1";"none";"Height";"högre";"1";"vert";"flat H";1;NA;"den andra l̴g lite gran h̦gre";NA;NA;NA;NA;"Swedish"
"2035";"swe22";"00:10:42.070";"14";"1";"gender";"Height";"högt upp";"1";"vert";"flat H";1;NA;"den ena kvinnan som var f̦rst l̴g v�_ldigt v�_ldigt h̦gt upp";NA;NA;NA;NA;"Swedish"
"2038";"swe22";"00:10:46.580";"14";"2";"gender";"Height";"längre ner";"1";"vert";"flat H";1;NA;"och sen s̴ den andra kvinnan var ganska mycket l�_ngre ner";NA;NA;NA;NA;"Swedish"
"2042";"swe22";"00:11:11.930";"15";"1";"none";"Height";"vid alten";"1";"vert";"flat H";1;NA;"s̴ har vi en som ligger precis vid altan och en som ligger lite lite gran under";NA;NA;NA;NA;"Swedish"
"2043";"swe22";"00:11:13.860";"15";"1";"none";"Height";"under";"1";"vert";"flat H";1;NA;"s̴ har vi en som ligger precis vid altan och en som ligger lite lite gran under";NA;NA;NA;NA;"Swedish"
"2051";"swe22";"00:11:48.930";"16";"1";"none";"Height";"lägre";"1";"vert";"flat H";1;NA;"h�_r har vi tv̴ m�_n . som ligger i den l�_gre delen";NA;NA;NA;NA;"Swedish"
"2057";"swe22";"00:12:18.070";"17";"1";"none";"Height";"högt upp";"1";"vert";"flat H";1;NA;"den ena l̴g ganska h̦gt upp";NA;NA;NA;NA;"Swedish"
"2060";"swe22";"00:12:21.720";"17";"2";"none";"Brightness";"mörkare";"1";"vert";"flat H";2;NA;"den andra sj̦ng ganska mycket m̦rkare";NA;NA;NA;NA;"Swedish"
"2067";"swe22";"00:12:53.875";"18";"2";"none";"Brightness";"mörkare";"1";"vert";"flat H";1;NA;"ganska mycket m̦rkare �_n medel";NA;NA;NA;NA;"Swedish"
"2069";"swe22";"00:13:00.065";"18";"3";"gender";"Brightness";"ljust";"1";"vert";"flat H";1;NA;"och kvinnan sj̦ng v�_ldigt ljust";NA;NA;NA;NA;"Swedish"
"2075";"swe22";"00:13:27.970";"19";"2";"gender";"Height";"̦ver";"1";"vert";"flat H";1;NA;"och sen s̴ hade vi en kvinna som l̴g precis sneppet ̦ver honom";NA;NA;NA;NA;"Swedish"
"2089";"swe22";"00:14:22.960";"21";"1";"gender";"Height";"̦ver";"1";"vert";NA;1;NA;"her har vi en man som ligger ungef�_r i mitten, som sj̦ng, sen har vi en kvinna som ligger lite lite (  ) ̦ver honom";NA;NA;NA;NA;"Swedish"
"2094";"swe22";"00:15:02.345";"22";"2";"gender";"Brightness";"ljust";"1";"vert";"point";1;NA;"och den andra kvinna l̴g v�_ldigt v�_ldigt ljust";NA;NA;NA;NA;"Swedish"
"2099";"swe22";"00:15:26.365";"23";"1";"none";"Height";"högre";"1";"vert";"point";1;"left thumb point";"s̴ sj̦ng den h�_r kanske och den andra, som kom senare, sj̦ng lte lite gran h̦gre";NA;NA;NA;NA;"Swedish"
"2109";"swe23";"00:00:33.538";"1";"1";"voice";"Brightness";"ljusare";"1";"none";"narrow grip";1;NA;"f̦rst var det lite ljusare mansr̦st och sen var det m̦rkare mansr̦sten";NA;NA;NA;NA;"Swedish"
"2110";"swe23";"00:00:35.991";"1";"1";"voice";"Brightness";"mörkare";"1";"none";"none";1;NA;"f̦rst var det lite ljusare mansr̦st och sen var det m̦rkare mansr̦sten";NA;NA;NA;NA;"Swedish"
"2113";"swe23";"00:00:54.775";"2";"1";"voice";"Brightness";"ljusa";"1";"none";"none";1;NA;"d̴ var det f̦rst eh ljusa mansr̦ster, och sen var det eh kvinnliga eh r̦ster";NA;NA;NA;NA;"Swedish"
"2117";"swe23";"00:01:31.170";"3";"1";"clip";"Brightness";"ljust";"0";NA;NA;NA;NA;"det f̦rsta klippet var v�_ldigt v�_ldigt ljust";NA;NA;NA;NA;"Swedish"
"2119";"swe23";"00:01:41.075";"3";"2";"none";"Brightness";"mörkare";"0";NA;NA;NA;NA;"det andra var lite m̦rkare";NA;NA;NA;NA;"Swedish"
"2123";"swe23";"00:02:11.034";"4";"1";"voice";"Brightness";"ljus";"0";NA;NA;NA;NA;"det f̦rsta klippet var v�_ldigt ljus kvinnor̦st";NA;NA;NA;NA;"Swedish"
"2130";"swe23";"00:03:00.540";"5";"1";"voice";"Brightness";"ljus";"0";NA;NA;NA;NA;"och det andra var kvinnor̦st .. ganska ljus";NA;NA;NA;NA;"Swedish"
"2134";"swe23";"00:04:31.710";"7";"1";"tone";"Brightness";"ljus";"0";NA;NA;NA;NA;"det b̦rjar med v�_ldigt v�_ldigt ljus eh ton";NA;NA;NA;NA;"Swedish"
"2137";"swe23";"00:04:38.750";"7";"2";"tone";"Height";"djup";"0";NA;NA;NA;NA;"och sen var det v�_ldigt v�_ldigt djup . eh baston";NA;NA;NA;NA;"Swedish"
"2138";"swe23";"00:04:39.495";"7";"2";"tone";"Height";"none";"1";"none";"flat H";1;NA;"och sen var det v�_ldigt v�_ldigt djup . eh baston";NA;NA;NA;NA;"Swedish"
"2143";"swe23";"00:05:07.130";"8";"1";"none";"Brightness";"mörkare";"1";"none";"other";2;NA;"m̦rkare delen av r̦stregistret f̦r en man, och sen var det ganska ljus kvinnor̦st";NA;NA;NA;NA;"Swedish"
"2144";"swe23";"00:05:11.955";"8";"1";"voice";"Brightness";"ljus";"1";"none";"other";2;NA;"m̦rkare delen av r̦stregistret f̦r en man, och sen var det ganska ljus kvinnor̦st";NA;NA;NA;NA;"Swedish"
"2150";"swe23";"00:05:44.200";"9";"1";"tone";"Height";"lägre";"1";"none";"flat H";1;NA;"det var lite l�_gre i ton";NA;NA;NA;NA;"Swedish"
"2153";"swe23";"00:06:17.830";"10";"1";"tone";"Height";"låg";"1";"none";"other";2;NA;"och det f̦rsta var .. eh ganska l̴g ton och det andra var �_nnu l�_gre";NA;NA;NA;NA;"Swedish"
"2154";"swe23";"00:06:20.460";"10";"1";"tone";"Height";"lägre";"1";"none";"none";2;NA;"och det f̦rsta var .. eh ganska l̴g ton och det andra var �_nnu l�_gre";NA;NA;NA;NA;"Swedish"
"2158";"swe23";"00:06:44.360";"11";"1";"tone";"Height";"låg";"1";"none";"none";2;NA;"f̦rst var det en mansr̦st som var. var ganska l̴g i ton";NA;NA;NA;NA;"Swedish"
"2160";"swe23";"00:06:50.560";"11";"2";"tone";"Height";"högt";"0";NA;NA;NA;NA;"och sen var det kvinno . r̦ster ganska h̦gt i tonl�_ge";NA;NA;NA;NA;"Swedish"
"2163";"swe23";"00:07:14.980";"12";"1";"voice";"Brightness";"ljusa";"0";NA;NA;NA;NA;"f̦rst var det lite ljusa mansr̦ster typ tenorstemma och sen var det lite m̦rkare mansr̦ster";NA;NA;NA;NA;"Swedish"
"2164";"swe23";"00:07:18.365";"12";"1";"voice";"Brightness";"mörkare";"0";NA;NA;NA;NA;"f̦rst var det lite ljusa mansr̦ster typ tenorstemma och sen var det lite m̦rkare mansr̦ster";NA;NA;NA;NA;"Swedish"
"2169";"swe23";"00:07:47.490";"13";"1";"none";"Brightness";"ljusa";"1";"none";"other";2;NA;"det b̦rjade med ganska ljusa tenorer";NA;NA;NA;NA;"Swedish"
"2172";"swe23";"00:07:53.140";"13";"2";"none";"Brightness";"ljusare";"1";"none";"flat H";2;NA;"och sen kam det �_nnu ljusare tenorer";NA;NA;NA;NA;"Swedish"
"2176";"swe23";"00:08:15.700";"14";"1";"voice";"Brightness";"ljus";"0";NA;NA;NA;NA;"det f̦rsta ljudklippet var ganska ljus sopranstemma";NA;NA;NA;NA;"Swedish"
"2178";"swe23";"00:08:21.390";"14";"2";"none";"Brightness";"ljus";"0";NA;NA;NA;NA;"och sen tror jeg att det var ljus";NA;NA;NA;NA;"Swedish"
"2182";"swe23";"00:08:53.300";"15";"1";"voice";"Brightness";"mörka";"0";NA;NA;NA;NA;"h�_r �_r det ganska m̦rka mansr̦ster";NA;NA;NA;NA;"Swedish"
"2185";"swe23";"00:08:59.920";"15";"2";"voice";"Brightness";"ljusa";"1";"none";"open";1;NA;"och sen �_r det ganska eh ljusa kvinnor̦ster";NA;NA;NA;NA;"Swedish"
"2189";"swe23";"00:09:23.780";"16";"1";"voice";"Brightness";"mörka";"0";NA;NA;NA;NA;"d̴ b̦rjade det med ganska m̦rka eh mansr̦ster";NA;NA;NA;NA;"Swedish"
"2197";"swe23";"00:10:04.710";"17";"1";"none";"Brightness";"ljust";"0";NA;NA;NA;NA;"h�_r �_r det f̦rst eh tenorer eh. ganska ljust";NA;NA;NA;NA;"Swedish"
"2199";"swe23";"00:10:14.585";"17";"2";"tone";"Brightness";"ljusare";"1";"none";"open";1;NA;"och sen �_r det kvinnor som tar �_nnu ljusare ton";NA;NA;NA;NA;"Swedish"
"2203";"swe23";"00:10:56.045";"18";"1";"none";"Height";"lägre";"1";"vert";"neutral grip";1;NA;"det b̦rjar med lite l�_gre och sen g̴r det lite h̦gre";NA;NA;NA;NA;"Swedish"
"2204";"swe23";"00:10:57.092";"18";"1";"none";"Height";"högre";"1";"vert";"neutral grip";1;NA;"det b̦rjar med lite l�_gre och sen g̴r det lite h̦gre";NA;NA;NA;NA;"Swedish"
"2207";"swe23";"00:11:25.480";"19";"1";"voice";"Brightness";"mörk";"0";NA;NA;NA;NA;"h�_r har vi v�_ldigt ( ) m̦rk basr̦st";NA;NA;NA;NA;"Swedish"
"2210";"swe23";"00:11:31.630";"19";"2";"voice";"Brightness";"ljus";"0";NA;NA;NA;NA;"och sen en ganska ljus kvinnor̦st";NA;NA;NA;NA;"Swedish"
"2214";"swe23";"00:11:55.490";"20";"1";"none";"Height";"djupt nere";"1";"none";"none";1;NA;"d̴ �_r det ganska djupt nere";NA;NA;NA;NA;"Swedish"
"2218";"swe23";"00:12:03.685";"20";"2";"voice";"Brightness";"ljusare";"0";NA;NA;NA;NA;"och sen tror jag att det var eh. ljusare mansr̦ster";NA;NA;NA;NA;"Swedish"
"2223";"swe23";"00:12:32.570";"21";"1";"voice";"Brightness";"ljus";"1";"none";"other";1;NA;"b̦rjar med v�_ldigt v�_ldigt ljus kvinnor̦st";NA;NA;NA;NA;"Swedish"
"2225";"swe23";"00:12:43.375";"21";"2";"voice";"Brightness";"ljusa";"1";"none";"wide grip";2;NA;"och sen �_r det ocks̴ kvinnor̦ster som �_r . ganska ljusa";NA;NA;NA;NA;"Swedish"
"2231";"swe23";"00:13:06.640";"22";"1";"voice";"Brightness";"ljusa";"1";"none";"none";1;NA;"h�_r �_r det v�_ldigt v�_ldigt ljusa kvinnor̦ster";NA;NA;NA;NA;"Swedish"
"2235";"swe23";"00:13:41.300";"23";"1";"voice";"Brightness";"ljusa";"0";NA;NA;NA;NA;"det b̦rjar med v�_ldigt ljusa kvinnor̦ster";NA;NA;NA;NA;"Swedish"
"2237";"swe23";"00:13:44.400";"23";"2";"voice";"Brightness";"ljusare";"1";"none";"open";1;NA;"och sen kommer det �_nnu ljusare kvinnor̦ster";NA;NA;NA;NA;"Swedish"
"2241";"swe23";"00:14:17.370";"24";"1";"voice";"Brightness";"ljusa";"0";NA;NA;NA;NA;"det f̦rsta var ganska ljusa kvinnor̦ster";NA;NA;NA;NA;"Swedish"
"2243";"swe23";"00:14:22.400";"24";"2";"voice";"Brightness";"mörka";"0";NA;NA;NA;NA;"det andra var m̦rka mansr̦ster";NA;NA;NA;NA;"Swedish"
"2247";"swe23";"00:14:47.790";"25";"1";"none";"Height";"ner̴t";"1";"vert";"flat H";1;NA;"men den f̦rst den g̴r ner̴t";NA;NA;NA;NA;"Swedish"
"2250";"swe23";"00:14:51.365";"25";"2";"none";"Brightness";"mörkare";"1";NA;NA;1;NA;"den andra var lite m̦rkare";NA;NA;NA;NA;"Swedish"
"2253";"swe24";"00:00:27.589";"1";"1";"tone";"Height";"hög";"0";NA;NA;NA;NA;"f̦rst en v�_ldigt h̦g ton";NA;NA;NA;NA;"Swedish"
"2255";"swe24";"00:00:33.930";"1";"2";"tone";"Height";"djup";"1";"vert";"wide grip";1;NA;"sen kom det en manlig djup ton";NA;NA;NA;NA;"Swedish"
"2262";"swe24";"00:01:29.840";"2";"1";"tone";"Height";"hög";"0";NA;NA;NA;NA;"ganska h̦g ton";NA;NA;NA;NA;"Swedish"
"2265";"swe24";"00:01:58.510";"3";"1";"none";"Height";"hög";"0";NA;NA;NA;NA;"v�_ldigt h̦g";NA;NA;NA;NA;"Swedish"
"2268";"swe24";"00:02:04.015";"3";"2";"none";"Brightness";"ljus";"0";NA;NA;NA;NA;"relativt ljus";NA;NA;NA;NA;"Swedish"
"2271";"swe24";"00:02:28.840";"4";"1";"none";"Brightness";"ljus";"0";NA;NA;NA;NA;"v�_ldigt ljus och sen v�_ldigt l̴g";NA;NA;NA;NA;"Swedish"
"2272";"swe24";"00:02:29.985";"4";"1";"none";"Height";"låg";"0";NA;NA;NA;NA;"v�_ldigt ljus och sen v�_ldigt l̴g";NA;NA;NA;NA;"Swedish"
"2278";"swe24";"00:02:55.690";"5";"1";"voice";"Brightness";"mörk";"0";NA;NA;NA;NA;"f̦rst. v�_ldigt v�_ldigt m̦rk r̦st";NA;NA;NA;NA;"Swedish"
"2281";"swe24";"00:03:02.370";"5";"2";"none";"Brightness";"ljus";"0";NA;NA;NA;NA;"sen en eh v�_ldigt ljus";NA;NA;NA;NA;"Swedish"
"2288";"swe24";"00:03:25.560";"6";"1";"tone";"Brightness";"ljus";"1";"vert";"flat H";1;NA;"en ljus ton f̦r m�_n och sedan en ljus f̦r kvinnor";NA;NA;NA;NA;"Swedish"
"2289";"swe24";"00:03:26.965";"6";"1";"tone";"Brightness";"ljus";"1";"vert";"flat H";1;NA;"en ljus ton f̦r m�_n och sedan en ljus f̦r kvinnor";NA;NA;NA;NA;"Swedish"
"2296";"swe24";"00:03:57.330";"7";"1";"none";"Brightness";"mörk";"1";"none";"open";1;NA;"f̦rst en m̦rk och sen en ganska ljus";NA;NA;NA;NA;"Swedish"
"2297";"swe24";"00:03:58.205";"7";"1";"none";"Brightness";"ljus";"1";"none";"open";1;NA;"f̦rst en m̦rk och sen en ganska ljus";NA;NA;NA;NA;"Swedish"
"2302";"swe24";"00:04:36.250";"8";"1";"tone";"Brightness";"mörka";"1";"none";"open";1;NA;"tv̴ eh.. relativt eh m̦rka toner";NA;NA;NA;NA;"Swedish"
"2306";"swe24";"00:05:02.960";"9";"1";"tone";"Brightness";"ljus";"0";NA;NA;NA;NA;"f̦rst en ljus ton";NA;NA;NA;NA;"Swedish"
"2308";"swe24";"00:05:07.150";"9";"2";"none";"Brightness";"ljus";"1";"none";"none";1;NA;"och sedan en v�_ldigt ljus";NA;NA;NA;NA;"Swedish"
"2311";"swe24";"00:05:28.000";"10";"1";"none";"Brightness";"ljus";"0";NA;NA;NA;NA;"f̦rst en v�_ldigt v�_ldigt ljus";NA;NA;NA;NA;"Swedish"
"2314";"swe24";"00:05:35.580";"10";"2";"gender";"Brightness";"ljust";"1";"none";"open";1;NA;"f̦r att vara manlig ganska ljus";NA;NA;NA;NA;"Swedish"
"2318";"swe24";"00:06:05.240";"11";"1";"gender";"Height";"låg";"1";"none";"other";1;NA;"det l�_t som manlig k̦r, ganska l̴g";NA;NA;NA;NA;"Swedish"
"2320";"swe24";"00:06:13.520";"11";"2";"gender";"Height";"hög";"0";NA;NA;NA;NA;"ah, nej men typ typ n- normal h̦g f̦r en manlig k̦r och s̴ n�_sta exakt samma";NA;NA;NA;NA;"Swedish"
"2324";"swe24";"00:06:37.300";"12";"1";"tone";"Brightness";"mörk";"0";NA;NA;NA;NA;"f̦rst en m̦rk manlig baston och senare en v�_ldigt v�_ldig ljus kvinlig";NA;NA;NA;NA;"Swedish"
"2325";"swe24";"00:06:38.560";"12";"1";"tone";"Brightness";"baston";"1";"vert";"none";1;"see next";"f̦rst en m̦rk manlig baston och senare en v�_ldigt v�_ldig ljus kvinlig";NA;NA;NA;NA;"Swedish"
"2326";"swe24";"00:06:40.235";"12";"1";"gender";"Brightness";"ljus";"1";"vert";"flat H";1;NA;"f̦rst en m̦rk manlig baston och senare en v�_ldigt v�_ldig ljus kvinlig";NA;NA;NA;NA;"Swedish"
"2330";"swe24";"00:06:57.830";"13";"1";"none";"Height";"djup";"1";"vert";"flat H";1;NA;"f̦rst en ganska normal manlig k̦rton och sedan en j�_tte j�_tte djup";NA;NA;NA;NA;"Swedish"
"2334";"swe24";"00:07:13.290";"14";"1";"tone";"Brightness";"ljusa";"0";NA;NA;NA;NA;"tv̴ ljusa toner, den f̦rsta var ganska ljus den andra v�_ldigt v�_ldigt ljus";NA;NA;NA;NA;"Swedish"
"2335";"swe24";"00:07:14.605";"14";"1";"none";"Brightness";"ljus";"1";"vert";"none";1;"see next";"tv̴ ljusa toner, den f̦rsta var ganska ljus den andra v�_ldigt v�_ldigt ljus";NA;NA;NA;NA;"Swedish"
"2336";"swe24";"00:07:15.850";"14";"1";"none";"Brightness";"ljus";"1";"vert";"flat H";1;NA;"tv̴ ljusa toner, den f̦rsta var ganska ljus den andra v�_ldigt v�_ldigt ljus";NA;NA;NA;NA;"Swedish"
"2342";"swe24";"00:08:07.890";"15";"1";"none";"Height";"hög";"0";NA;NA;NA;NA;"f̦rst en h̦g sen en lite l�_gre";NA;NA;NA;NA;"Swedish"
"2343";"swe24";"00:08:08.645";"15";"1";"none";"Height";"lägre";"0";NA;NA;NA;NA;"f̦rst en h̦g sen en lite l�_gre";NA;NA;NA;NA;"Swedish"
"2346";"swe24";"00:08:24.640";"16";"1";"tone";"Brightness";"mörk";"0";NA;NA;NA;NA;"ganska m̦rk manlig baston och sedan en ganska h̦g kvinlig";NA;NA;NA;NA;"Swedish"
"2348";"swe24";"00:08:26.230";"16";"1";"gender";"Height";"hög";"1";"vert";"flat H";1;NA;"ganska m̦rk manlig baston och sedan en ganska h̦g kvinlig";NA;NA;NA;NA;"Swedish"
"2353";"swe24";"00:08:46.230";"17";"1";"gender";"Brightness";"ljus";"1";"vert";"flat H";1;NA;"gan- ganska vanlig bas, bas manlig ton och sedan en, ganska ljus kvinlig";NA;NA;NA;NA;"Swedish"
"2359";"swe24";"00:09:09.740";"18";"2";"none";"Brightness";"mörkare";"1";"none";"none";1;NA;"och sedan en m̦rkare";NA;NA;NA;NA;"Swedish"
"2362";"swe24";"00:09:35.260";"19";"1";"none";"Brightness";"mörk";"0";NA;NA;NA;NA;"en ganska m̦rk";NA;NA;NA;NA;"Swedish"
"2364";"swe24";"00:09:38.010";"19";"2";"tone";"Brightness";"ljus";"1";"none";"open";1;NA;"och sedan en ganska ljus kvinlig ton";NA;NA;NA;NA;"Swedish"
"2367";"swe24";"00:10:02.380";"20";"1";"none";"Brightness";"ljusare";"1";"vert";"none";1;NA;"f̦rst en lite ljusare �_n det andra";NA;NA;NA;NA;"Swedish"
"2370";"swe24";"00:10:40.410";"21";"1";"gender";"Height";"låg";"0";NA;NA;NA;NA;"ret s̴ l̴g manlig bas och sedan en eh gansk- gansk- ,eller ret, ganska reelt ljus kvinlig";NA;NA;NA;NA;"Swedish"
"2371";"swe24";"00:10:45.600";"21";"1";"gender";"Brightness";"ljus";"0";NA;NA;NA;NA;"ret s̴ l̴g manlig bas och sedan en eh gansk- gansk- ,eller ret, ganska reelt ljus kvinlig";NA;NA;NA;NA;"Swedish"
"2378";"swe24";"00:11:08.960";"22";"1";"none";"Brightness";"ljus";"1";"vert";"none";1;NA;"en v�_ldigt v�_ldigt ljus och sen en l�_gre";NA;NA;NA;NA;"Swedish"
"2379";"swe24";"00:11:09.665";"22";"1";"none";"Brightness";"ljus";"1";"vert";"none";1;NA;"en v�_ldigt v�_ldigt ljus och sen en l�_gre";NA;NA;NA;NA;"Swedish"
"2380";"swe24";"00:11:10.345";"22";"1";"none";"Height";"lägre";"1";"vert";"none";1;NA;"en v�_ldigt v�_ldigt ljus och sen en l�_gre";NA;NA;NA;NA;"Swedish"
"2384";"swe24";"00:11:32.830";"23";"1";"none";"Brightness";"ljus";"0";NA;NA;NA;NA;"v�_ldigt v�_ldigt ljus och v�_ldigt v�_ldigt l̴g";NA;NA;NA;NA;"Swedish"
"2385";"swe24";"00:11:33.505";"23";"1";"none";"Height";"låg";"1";"vert";"flat H";1;NA;"v�_ldigt v�_ldigt ljus och v�_ldigt v�_ldigt l̴g";NA;NA;NA;NA;"Swedish"
"2395";"swe24";"00:12:42.620";"25";"1";"none";"Brightness";"mörkare";"1";"vert";"flat H";1;NA;"och sen en m̦rkare";NA;NA;NA;NA;"Swedish"
"2398";"swe25";"00:00:27.883";"1";"1";"none";"Height";"högre";"0";NA;NA;NA;NA;"d�_r dom f̦rsta sjunger lite h̦gre och den andra sjunger lite l�_gre";NA;NA;NA;NA;"Swedish"
"2399";"swe25";"00:00:29.822";"1";"1";"none";"Height";"lägre";"0";NA;NA;NA;NA;"d�_r dom f̦rsta sjunger lite h̦gre och den andra sjunger lite l�_gre";NA;NA;NA;NA;"Swedish"
"2403";"swe25";"00:01:39.825";"3";"1";"none";"Brightness";"ljust";"0";NA;NA;NA;NA;"den f̦rsta l�_t som.. en barnk̦r som sj̦ng v�_ldigt ljust, den andra l�_t som en mansk̦r som sj̦ng v�_ldigt m̦rkt";NA;NA;NA;NA;"Swedish"
"2404";"swe25";"00:01:42.001";"3";"1";"none";"Brightness";"mörkt";"0";NA;NA;NA;NA;"den f̦rsta l�_t som.. en barnk̦r som sj̦ng v�_ldigt ljust, den andra l�_t som en mansk̦r som sj̦ng v�_ldigt m̦rkt";NA;NA;NA;NA;"Swedish"
"2406";"swe25";"00:01:56.783";"4";"1";"none";"Brightness";"ljusare";"0";NA;NA;NA;NA;"det f̦rsta l�_t som. en k̦r som sj̦ng lite ljusare det andra l�_t som en k̦r som sj̦ng lite m̦rkare";NA;NA;NA;NA;"Swedish"
"2407";"swe25";"00:01:58.446";"4";"1";"none";"Brightness";"mörkare";"0";NA;NA;NA;NA;"det f̦rsta l�_t som. en k̦r som sj̦ng lite ljusare det andra l�_t som en k̦r som sj̦ng lite m̦rkare";NA;NA;NA;NA;"Swedish"
"2410";"swe25";"00:02:19.771";"5";"1";"none";"Brightness";"ljusare";"0";NA;NA;NA;NA;"den andra var ljusare";NA;NA;NA;NA;"Swedish"
